session_id,timestamp,video_path,overall_score,grade,strengths,areas_for_improvement,swing_plane_angle,max_shoulder_rotation,max_hip_rotation,weight_shift,tempo_ratio,errors,swing_plane_consistency,rotation_quality,downswing_alignment,wrist_hinge,weight_transfer,tempo
20251205_185133,2025-12-05T18:51:33.395259,./data/videos/test_video.mp4,54.72,F,['Effective weight transfer (100/100)'],"['Improve body rotation - focus on shoulder turn over hip turn (20/100)', 'Better wrist hinge needed - practice wrist cock drills (39/100)', 'Adjust swing tempo - aim for 3:1 backswing to downswing ratio (41/100)']",26.735042432253888,177.33751533313645,179.16447335689423,0.5,0.03225806451612903,['over_the_top'],67.48,20.0,70.0,38.54,100,40.65
